Coin,Price,1h,24h,7d,24h Volume,Market Cap
"The Last Play
RETIRE",0.002905,1.7,13.0,141.6,908031.0,2933711
"Peng
PENG",0.02932,2.3,10.1,58.0,670718.0,2931114
"Buz Economy
BUZ",0.1951,3.3,1.2,4.9,11848.59,2927057
"GHOAD
GHOAD",0.0007319,0.1,1.9,17.7,106516.0,2927720
"ARI
ARI",0.006101,0.0,7.1,16.3,3996.86,2927149
"Sekuya Multiverse
SKYA",0.008713,0.2,5.7,33.1,123094.0,2927328
"Osmosis allETH
ETH",3311.23,0.2,0.9,2.0,557427.0,2923824
"Cardstack
CARD",0.0009747,0.4,12.8,4.6,41546.11,2923396
"MContent
MCONTENT",0.097928,0.5,0.5,16.2,101440.0,2922402
"CoinNavigator
CNG",2.83,0.1,0.2,9.8,108177.0,2919219
"Mobius
MOBI",0.005671,0.8,4.2,11.7,2739.97,2915052
"Anchor Protocol
ANC",0.008309,2.6,1.1,12.9,63958.06,2911722
"NerveNetwork
NVT",0.006995,0.1,0.7,3.3,24.5,2912236
"Peezy (peezy.vip)
PEEZY",0.059697,0.8,4.4,39.0,129546.0,2907489
"arXiv
ARXIV",0.002895,3.2,13.0,30.6,197224.0,2906966
"HYDRA
HYDRA",0.063873,4.0,2.3,22.8,46223.6,2901127
"sudoswap
SUDO",0.1141,0.2,1.2,4.1,85067.86,2898309
"Smart Layer Network
SLN",0.1826,0.4,2.1,4.4,1387024.0,2897631
"Nucleon xCFX
XCFX",0.1851,0.5,0.3,6.9,209.62,2894753
"Nereus
NRS",0.0928,0.1,0.5,2.9,513136.0,2892219
"Talent Protocol
TALENT",0.02764,0.0,0.5,33.6,134160.0,2892086
"XDEFI
XDEFI",0.02222,0.2,0.8,42.7,1791.74,2889811
"Hund
HUND",0.00721,0.0,12.5,24.0,1601626.0,2883791
"iBTC
IBTC",104102.0,0.2,0.0,0.2,120774.0,2876193
"KanzzAI
KAAI",0.02877,0.8,5.4,60.1,7381.04,2877220
"X Money
XMONEY",0.2872,1.6,16.0,37.3,164269.0,2872275
"Iolend
IOL",0.1678,1.1,0.4,10.4,766.34,2866754
"JHH
JHH",0.062855,0.1,1.1,18.8,18571.57,2866864
"Halo
HLO",0.01533,3.5,3.0,33.6,661015.0,2859548
"Tomo Cat
TOMO",0.003011,0.1,3.0,2.0,194079.0,2859259
"Media Licensing Token
MLT",0.01948,0.1,1.4,21.6,20034.0,2852708
"Boys Club
BOYS",0.052848,0.2,0.4,5.1,20032.26,2848103
"GOGGLES
GOGLZ",0.08202,2.6,45.1,28.4,3927.3,2849513
"MetaTrace
TRC",0.008013,0.0,1.5,7.0,29282.03,2847717
"VolatilityX
VOLTX",0.003554,0.1,12.7,29.8,41785.09,2843074
"Stobox
STBU",0.021,0.1,5.1,13.9,97813.07,2839688
"BitShares
BTS",0.001047,1.4,3.1,12.0,105826.0,2839275
"Xraders
XR",0.1279,1.3,0.4,1.9,2753863.0,2840002
"Lattice
LTX",0.08868,0.4,8.4,13.8,487010.0,2839175
"Synk
SYNK",0.02829,7.9,5.9,27.4,74298.77,2830381
"Derby Stars RUN
DSRUN",0.01411,0.4,0.5,9.9,1896.79,2826763
"ONINO
ONI",0.07251,0.1,3.4,13.9,7435.1,2818586
"ORC
ORC",0.00281,1.0,5.0,9.1,54459.1,2812265
"Pentagon Games
PEN",0.03135,0.0,1.9,12.1,838816.0,2808478
"MindAI
MDAI",3.03,0.6,2.4,15.0,4496.84,2808518
"SatoshiVM
SAVM",0.3945,3.9,3.6,9.0,139653.0,2809452
"Foxify
FOX",0.2301,0.2,2.8,5.5,1454.22,2803330
"CyberDEX
CYDX",0.01173,,0.9,3.4,276.89,2809163
"SUI Desci Agents
DESCI",0.004589,0.7,5.1,8.1,521611.0,2799478
"BabyBonk
BABYBONK",0.0116665,0.0,2.8,20.2,222657.0,2798346
"Metamars
MARS",0.479,0.6,3.6,13.9,1711269.0,2796569
"5ire
5IRE",0.004378,0.3,6.5,12.5,554948.0,2795444
"PokPok Golden Egg
PEGG",1.52,2.2,6.8,1.3,164534.0,2795694
"Baby Neiro
BABYNEIRO",0.011665,0.6,8.9,27.8,1241171.0,2793709
"MACHI
MACHI",0.08154,0.0,3.5,0.5,73.52,2793252
"Core Token
CTN",0.01272,,,,4803.22,2815556
"Ballz of Steel
BALLZ",0.002789,0.7,0.2,3.7,4220.91,2789355
"Sirius Chain
XPX",0.0004303,0.0,0.1,4.8,53600.45,2788903
"XSwap Treasure
XTT",0.002347,0.3,0.7,12.1,302.05,2780557
"Celer Bridged WETH (Conflux)
WETH",3314.92,0.1,0.4,1.4,58835.66,2776542
"Cas9
CRISPR",0.002781,0.0,0.7,41.7,2289.32,2776423
"GEEQ
GEEQ",0.05106,0.6,0.1,2.7,257634.0,2774277
"Tensorium
TNSR",0.002739,1.4,11.3,38.0,347973.0,2773170
"Xerberus
XER",0.01403,0.1,2.7,27.9,6280.38,2758790
"I love puppies
PUPPIES",0.076551,2.0,9.2,0.7,491293.0,2756093
"D-Drops
DOP",0.01573,0.6,1.3,14.2,6202.44,2754983
"CYI by Virtuals
CYI",0.002766,1.6,1.1,4.6,7065.05,2755011
"LOAFCAT
LOAFCAT",2.765e-05,2.8,2.1,11.9,20484.41,2755583
"Build On BNB
BOB",0.086538,3.6,4.1,12.0,169441.0,2754105
"Tokeo
TOKE",0.05104,1.3,1.2,6.2,3841.81,2750415
"FIGHT
FIGHT",0.002745,3.0,9.1,89.8,1416664.0,2745000
"IXO
IXO",0.03165,0.2,2.4,8.7,93.14,2744107
"Super Trump
STRUMP",0.00117,1.6,16.3,63.2,559956.0,2736332
"Ridotto
RDT",0.008692,0.1,0.1,9.7,127835.0,2734093
"Nitro
NITRO",0.057074,5.1,270.2,,741825.0,2730667
"Shutter
SHU",0.01143,10.6,9.1,20.9,66580.73,2731156
"Yod Agent
YOD",0.003028,25.4,7.5,,936235.0,2730246
"Shork
SHORK",0.0002735,0.4,0.9,31.4,131301.0,2728902
"Nuritopia
NBLU",0.002522,0.0,0.2,0.0,62553.35,2724889
"TG.Casino
TGC",0.1236,0.0,11.3,6.2,77597.28,2723875
"Sentient AI
SETAI",0.02719,0.8,2.8,26.5,23601.12,2720009
"bZx Protocol
BZRX",0.002935,,,,9.95,2878766
"BASED
BASED",0.002707,2.7,13.7,34.3,254378.0,2707228
"DOLZ.io
DOLZ",0.006962,0.3,0.8,0.2,1440.73,2703458
"Amocucinare
AMORE",0.003347,0.5,12.6,13.6,29628.36,2702939
"GUMMY
GUMMY",0.003407,0.2,1.3,1.1,1051177.0,2700259
"Restaked sAVAX
RSAVAX",44.48,0.3,1.5,2.5,162658.0,2691505
"Public Masterpiece Token
PMT",0.0604,0.0,0.0,0.2,114125.0,2689132
"Populous
PPT",0.07453,,0.9,3.2,78.18,2699914
"KIRA
KIRA",0.002686,0.4,1.0,26.1,59133.81,2685370
"CATS
CATS",1.093e-05,0.1,1.3,6.6,1522013.0,2683465
"Magaverse
MVRS",0.002703,9.6,81.3,83.4,2522456.0,2682080
"Ripples
RPLS",0.03155,1.4,4.2,14.2,74081.45,2681997
"Neiro
NEIRO",0.002681,0.7,5.3,27.9,3494578.0,2680384
"SUGAR BUSH
SUGAR",0.002804,0.7,1.5,22.1,165013.0,2676047
"Sentiient
SENT",0.002225,9.2,35.9,,81948.53,2670024
"eCredits (eSync Network)
ECS",0.001161,5.4,1.1,35.4,71099.34,2668902
"Veloce
VEXT",0.008945,0.2,0.3,22.0,257678.0,2666104
"Pundi X PURSE
PURSE",9.699e-05,3.2,9.1,4.9,18736.54,2663639
"SANTA by Virtuals
SANTA",0.002652,3.6,3.4,,26023.89,2651853
"Maza
MZC",0.001158,0.6,9.4,85.5,629.76,2649097
"FLEABONE
BONE",0.056287,4.1,8.8,12.6,40296.69,2644689
"Crash On Base
CRASH",0.002763,5.9,6.1,15.3,72921.31,2642423
"Hex Orange Address
HOA",0.01757,0.0,9.2,8.1,3984.44,2641292
"PUMPAI
PUMPAI",0.009852,1.2,22.9,41.1,932328.0,2639474
"Walter
WALTER",0.002771,0.2,10.2,35.3,224604.0,2639128
"FOMO RADIO AI
RADIO",0.002637,1.0,14.4,30.5,321455.0,2636643
"Gains
GAINS",0.04888,0.1,4.4,17.3,71413.41,2633929
"PureFi
UFI",0.02876,0.1,4.0,0.4,4315.41,2632097
"DEUS Finance
DEUS",18.96,0.7,1.6,7.0,766.31,2630758
"Lossless
LSS",0.03844,0.3,7.0,25.9,110299.0,2630402
"POWSCHE
POWSCHE",0.02637,0.4,12.9,0.4,239416.0,2630303
"RIKO
RIKO",0.004576,1.2,14.0,23.4,85589.27,2628024
"QUAIN
QUAIN",0.002616,5.8,2.6,41.5,369152.0,2615946
"Portugal National Team Fan Token
POR",0.7291,0.3,0.9,2.7,177060.0,2615219
"Raini Studios Token
RST",0.004624,6.6,7.0,19.5,117193.0,2612737
"Otto
$OTTO",0.002633,9.6,16.1,15.8,103327.0,2612579
"SOLVE
SOLVE",0.003068,1.4,2.1,14.6,270205.0,2607790
"XMONEY
XMONEY",0.002599,1.9,1.9,162.4,701622.0,2606551
"Obortech
OBOT",0.01319,0.5,4.5,25.5,14309.91,2603590
"Naitzsche
NAI",0.002602,2.8,2.0,20.9,325378.0,2601517
"Bop Cat
BOP",0.002604,0.6,27.4,188.2,322411.0,2601233
"Forte AUD
AUDF",0.6307,0.0,0.1,1.8,53522.37,2601516
"SEIYAN
SEIYAN",0.004054,0.3,3.6,6.6,223022.0,2596243
"Briun Armstrung
BRIUN",0.003326,8.3,101.8,70.0,112078.0,2587635
"Mind
MND",0.0266,10.6,8.6,19.5,64347.01,2580339
"Baby BNB
BABYBNB",0.002963,78.2,216.7,34.9,1698979.0,2577940
"Guru Network
GURU",0.01151,0.1,0.5,16.0,29990.0,2573032
"Gamestarter
GAME",0.03616,0.4,0.2,2.6,371746.0,2570788
"Serenity
SERSH",0.08965,0.2,4.7,6.2,1383979.0,2567348
"Bostrom
BOOT",0.084067,0.9,14.6,30.0,3334.36,2561127
"Effective accelerationism
E/ACC",0.002559,2.1,5.0,12.6,210830.0,2558989
"Vidya
VIDYA",0.05942,10.7,0.4,5.9,40231.98,2558281
"WELL3
$WELL",0.0004049,0.0,1.1,23.6,444733.0,2557151
"Kekius Maximus
KM",0.002646,10.3,14.4,42.2,459604.0,2551749
"LockTrip
LOC",0.1546,,1.4,10.2,34.38,2552543
"Silk
SILK",1.2,0.1,0.1,0.8,662451.0,2549313
"Music Protocol
RECORD",0.009807,0.8,5.9,24.4,139733.0,2548179
"Zus
ZCN",0.05266,3.2,0.2,12.2,7107.81,2548390
"Digital Fitness
DEFIT",0.08468,0.2,0.2,3.7,2521.13,2543358
"UBXS
UBXS",0.04704,0.6,0.6,17.0,86061.63,2537670
"BKOKFi
BKOK",0.1827,0.4,10.4,20.9,54178.7,2537938
"Shift AI
SHIFT",0.002537,0.3,37.8,27.3,1223465.0,2536910
"Safe Haven
SHA",0.0002984,0.0,0.3,15.7,1624.8,2536274
"eBeat AI
BEATAI",0.02536,1.1,9.5,232.8,46565.59,2535893
"Yel.Finance
YEL",0.009018,5.5,6.7,8.8,2065.15,2531786
"MultiVAC
MTV",0.0007323,0.1,3.7,19.8,242482.0,2532796
"MNet Continuum
NUUM",0.01909,0.1,0.2,5.4,176007.0,2531721
"Stash Inu
STASH",0.0002691,0.2,3.5,0.9,208307.0,2526470
"Cyberperp
CYB",2.01,0.0,0.4,5.5,27953.5,2525505
"Kryptonite
SEILOR",0.006877,0.2,1.1,8.7,79283.28,2523973
"DOLA Borrowing Right
DBR",0.136,0.1,0.7,1.8,25632.92,2524053
"0xsim by Virtuals
SAGE",0.002509,3.7,5.9,14.9,947.74,2523626
"Hemule
HEMULE",0.002574,0.1,2.6,15.9,299219.0,2522571
"DORA AI by Virtuals
DORA",0.00295,1.8,23.3,49.0,134403.0,2520141
"PsyDAO
PSY",0.09768,0.2,8.4,29.8,22365.83,2519346
"BitCore
BTX",0.1278,0.1,6.2,9.0,270.07,2519833
"Bitbama
BAMA",0.005347,0.0,0.6,31.3,168006.0,2516890
"AndyBlast
ANDY",0.02576,1.1,5.6,15.8,17625.47,2511278
"Merkle Trade
MKL",0.2901,0.0,5.3,10.0,10199.22,2510314
"Kaon
AKRO",0.0005361,1.0,2.3,25.5,347670.0,2507706
"Simps
SIMP",0.002504,0.3,3.1,1.6,6791.94,2504318
"Crypto.com Bridged DAI (Cronos)
DAI",0.9994,0.4,0.3,1.5,14488.41,2506522
"BizAuto
BIZA",0.0009075,0.2,1.1,5.9,1506397.0,2504880
"Emilia
EMILIA",0.002636,2.1,72.1,26.4,263733.0,2503635
"Based Apu
APU",0.085745,5.5,18.0,4.2,81272.05,2501890
"ROCK
ROCK",0.1322,0.2,1.7,8.2,247.51,2500558
"Sparklife
SPS",0.0006782,0.0,0.4,2.6,254.79,2499629
"Glorp
GLORP",0.002511,0.7,2.8,16.7,41678.41,2497862
"DucatusX
DUCX",0.00898,0.0,0.0,1.5,30471.15,2496573
"Manifold Finance
FOLD",1.32,0.5,1.6,13.5,1101.79,2495460
"Ethos
ETHOS",0.001641,0.1,11.4,0.5,268.35,2496607
"Merchant
MTO",0.04214,1.5,9.1,13.5,543.02,2494037
"Wormhole Bridged USDC (Fantom)
USDC",0.996,0.5,0.2,0.9,255327.0,2493322
"Neutrino Index Token
XTN",0.02778,0.1,2.0,21.7,18074.25,2488910
"SAD HAMSTER
HAMMY",0.002485,0.4,4.0,32.7,411452.0,2484946
"Suncat
SUNCAT",0.002486,0.3,0.6,7.5,1401182.0,2485622
"Hacash Diamond
HACD",23.5,0.5,11.3,17.7,5507.58,2482000
"ATEHUN
ATEHUN",2.73,0.0,8.2,20.9,20085.77,2482987
"Quadrant Protocol
EQUAD",0.004557,,,,3.95,2475177
"FlowX Finance
FLX",0.6084,0.2,0.2,12.3,4391.8,2481251
"apM Coin
APM",0.006853,9.2,81.8,107.3,27375216.0,2479916
"STEAM
STEAM",0.01592,0.6,0.7,5.8,16547.74,2467812
"Dedium
DEDI",0.04927,0.1,5.0,2.1,29259.08,2463612
"Boblles
BOBLS",0.002457,0.2,0.5,0.6,177950.0,2461532
"Amaterasu
AMA",0.0246,0.2,4.3,11.7,8341.37,2459817
"Notional Finance
NOTE",0.05221,0.1,2.7,4.8,6339.91,2455588
"Salvium
SAL",0.06921,0.9,2.3,5.0,9094.55,2449691
"Strategic Bitcoin Reserve
SBR",0.002437,5.6,4.7,56.1,684619.0,2447032
"Berry
BERRY",0.00025,1.4,2.3,3.2,277042.0,2447486
"Xenopus laevis
XENO",0.002718,0.3,1.3,21.5,79172.68,2444920
"EARLY Radix
EARLY",0.002441,0.7,7.0,7.8,7238.43,2441486
"VoluMint
VMINT",0.004003,1.3,3.5,10.8,15236.74,2440019
"TAO INU
TAONU",0.0026,9.3,4.2,8.8,74051.89,2440103
"Wecan
WECAN",0.001417,0.6,0.9,10.3,968.93,2439080
"Plebbit
PLEB",0.05163,0.2,1.2,11.0,151.29,2436064
"ALRIS AGENT
ALR",0.002426,4.4,1.4,16.6,296655.0,2435902
"AI Market Compass
AIM",0.06157,2.1,3.6,14.7,12873.87,2434762
"YEETI 液体
YEETI",0.002432,2.6,16.4,21.4,64340.01,2432988
"FAYA
FAYA",0.062284,0.1,0.6,1.8,21317.09,2431712
"clank.fun
CLANKFUN",2.395e-05,6.4,13.9,15.9,190388.0,2427935
"Sinverse
SIN",0.003227,0.3,6.1,4.9,611240.0,2421795
"CNH Tether
CNHT",0.117,,,,625.46,2399783
"Voice Artificial
VAR",0.00242,5.4,48.4,5.1,729464.0,2419853
"Elon
$ELON",0.053532,0.9,0.1,32.6,679145.0,2420491
"Polygon Hermez Bridged WETH (Polygon zkEVM)
WETH",3314.76,0.1,0.8,1.6,90924.11,2419995
"DASIA
DASIA",0.0636,0.0,0.0,0.1,457498.0,2418594
"Guacamole
GUAC",0.072448,0.2,5.2,18.7,175135.0,2415560
"PER Project
PER",0.004026,0.3,1.1,7.5,137.14,2416429
"Compounding Open Dollar
CUSDO",1.01,,,,34436.26,2419805
"coby
COBY",0.002414,3.4,4.0,44.0,120661.0,2413154
"Quantum Biology DAO
QBIO",0.01445,0.2,0.9,42.3,22655.84,2411818
"REVV
REVV",0.002694,0.4,0.6,14.7,550643.0,2411405
"NobleBlocks
NOBL",0.004813,0.3,8.6,28.7,15776.17,2406126
"Based Bario
BARIO",0.002497,0.3,12.8,25.4,180743.0,2396170
"Mimo Governance
MIMO",0.004231,0.1,0.5,4.3,3897.9,2391144
"Shiba Predator
QOM",0.083972,0.4,2.0,8.2,2711.7,2382970
"Raptoreum
RTM",0.0004772,0.1,0.1,21.3,71770.26,2382016
"Baby Fwog
BABYFWOG",0.002357,1.9,27.1,52.7,174636.0,2381482
"first reply
SIRIUS",0.00246,2.4,2.8,12.5,218570.0,2380508
"Cashaa
CAS",0.003263,0.6,5.9,9.0,122348.0,2368915
"Black Dragon
BLACKDRAGON",0.073051,0.7,0.2,17.6,13820.66,2367277
"The Blinking AI Cat - Catfather
CATF",0.00242,3.4,5.5,20.2,198815.0,2365660
"Iron Bank EUR
IBEUR",0.7882,0.1,0.2,12.0,1082.49,2364481
"Sender AI
ASI",0.04904,1.2,4.5,6.4,189765.0,2364595
"Reddcoin
RDD",7.555e-05,0.2,1.2,16.1,300.12,2348808
"Blinks.gg
BGG1",0.002349,8.4,27.2,51.0,658392.0,2348768
"Believe In Something
BIS",0.002339,0.2,5.8,19.7,84529.41,2348114
"Polkacity
POLC",0.005702,0.2,0.6,7.1,643032.0,2345802
"Virtual USD
VUSD",1.1,,,,2190.09,3916918
"Grumpy Cat Coin
GRUMPY",0.0002482,1.2,11.3,42.5,63332.17,2339430
"Centience
CENTS",0.002365,1.4,9.3,33.7,2164239.0,2337196
"Resonator
RSN",0.02332,2.6,9.5,15.3,22567.76,2334209
"Wrapped XRP (Universal)
UXRP",3.12,0.5,0.5,1.8,257001.0,2334148
"Beni
BENI",0.00235,0.5,100.2,121.6,170008.0,2329954
"BlackRack
RACKS",0.002323,0.1,10.0,42.1,223748.0,2330721
"ZODs
ZODS",0.003003,10.7,25.1,35.0,398320.0,2322230
"The RugCoon
RUGGA",0.002345,9.3,36.3,355.7,622404.0,2320326
"S
S",0.084716,0.9,1.2,19.0,2503.84,2319789
"Bitcicoin
BITCI",0.0002741,0.5,1.7,20.0,129370.0,2317402
"Lets Get This Bread
LGTB",0.000232,3.7,7.7,35.9,23428.83,2315977
"Print Protocol
PRINT",0.0002267,0.3,7.4,22.1,10198.68,2313958
"SroomAI DAO
SHR0",0.00206,2.4,6.0,42.9,18934.09,2314300
"aether collective
AETHER",0.002358,18.8,151.1,502.2,506113.0,2311394
"Degen Capital by Virtuals
DEGENC",0.002309,0.6,10.9,17.2,26215.45,2307714
"DeFAI
DEFAI",0.002715,0.7,0.9,30.9,90066.28,2306819
"monkey sol inu
MSI",0.002295,0.5,7.3,37.0,5154.2,2304811
"Optopia AI
OPAI",0.0005919,1.7,20.9,4.2,275962.0,2302383
"MOAI
MOAI",0.02302,0.1,0.1,30.6,13656.41,2301103
"Charli3
C3",0.1073,0.1,0.6,7.6,697.44,2298166
"Titan Blaze
BLAZE",1.75,1.8,288.4,0.9,17665.99,2296738
"Parallel
PAR",1.02,0.1,1.3,2.2,16399.18,2295216
"Dork Lord
DORKY",0.03312,0.5,10.8,53.8,635153.0,2289021
"Morpheus Infrastructure Node
MIND",0.001532,0.0,8.4,0.6,146288.0,2284254
"L2 Standard Bridged DAI (Base)
DAI",1.0,0.1,0.0,0.5,866559.0,2282087
"Bet more
BET",0.002277,0.2,2.8,15.7,30339.66,2281444
"KANDO AI
KANDO",0.0002529,0.4,11.0,27.8,595467.0,2278333
"MintMe.com Coin
MINTME",0.00419,,,,65.28,2273197
"Kite
KITE",2.7,1.9,3.9,10.2,1826.22,2272486
"Night Fury
FURY",0.00226,0.9,0.0,8.0,2188.49,2268361
"Bark Ruffalo by Virtuals
PAWSY",0.002268,2.8,8.3,11.6,24558.87,2262730
"SoulBazaar
$SOULS",0.002262,5.6,11.9,,393875.0,2261710
"Let Him Cook
$COOK",0.002259,0.3,8.2,26.7,106977.0,2256869
"Spheroid Universe
SPH",0.001001,0.0,4.4,18.5,197.91,2243525
"Rhun Capital
RHUN",0.002282,1.1,10.0,,577571.0,2241007
"Ghost
GHOST",0.08411,0.9,27.2,88.3,47304.52,2241748
"Kryptokrona
XKR",0.003677,1.7,0.4,9.1,4324.89,2239295
"EXPERT_MONEY
EXPERT",0.002636,0.7,7.0,1.7,957440.0,2239846
"Pigcoin
PIG",0.067785,0.1,16.6,30.8,47808.28,2234324
"Blep Super Meme
BLEP",0.00223,25.3,234.4,167.6,445565.0,2234909
"CertaiK by Virtuals
CERTAI",0.002238,4.0,15.9,19.4,45986.92,2231606
"Web3 Whales
W3W",0.02377,0.1,4.3,8.4,4228.36,2224695
"bitSmiley
SMILE",0.09091,2.3,4.2,53.0,1710238.0,2224182
"Plena
PLENA",0.01522,1.0,5.1,11.7,1616998.0,2222884
"Poo Chi
$SIR",0.001372,,,,1.31,2430386
"TrenchAI
TRENCHAI",0.00222,0.4,8.3,27.4,401799.0,2219056
"gemxbt
GEMXBT",0.002336,1.6,6.6,1.8,220185.0,2219035
"Klayr
KLY",0.014,0.3,2.8,24.6,50600.15,2217886
"Gora
GORA",0.07638,6.1,6.2,5.1,14282.81,2216633
"Merit Circle
MC",0.1879,9.5,8.6,7.8,26763.58,2212941
"Mumu
MUMU",0.083215,0.0,0.2,1.2,134380.0,2212649
"Picasso
PICA",0.0002393,0.2,9.8,0.7,57701.42,2213237
"MAXX
MXM",0.006856,0.1,2.2,10.4,50554.78,2212276
"Signum
SIGNA",0.001016,0.0,0.3,20.8,20164.95,2211997
"supercycle(real)
SUPERCYCLE",0.002217,0.9,1.4,42.6,193725.0,2210622
"POPDOG
POPDOG",0.002221,1.3,8.1,4.0,609121.0,2210308
"Bridged Wrapped BTC (BEVM)
WBTC",104862.0,0.1,0.1,0.1,2035.3,2210437
"TN100x
TN100X",0.0003814,2.9,14.2,14.9,86003.34,2205943
"InsurAce
INSUR",0.03154,1.1,20.0,157.8,116999.0,2205266
"Wrapped Accumulate
WACME",0.008341,0.0,10.4,20.8,606.8,2204708
"WASSIE
WASSIE",0.053216,0.2,1.1,6.0,5891.45,2202423
"Cainam
CAINAM",0.002158,5.6,27.7,,719588.0,2201354
"Cheese
CHEESE",0.002198,10.1,56.0,74.6,7819097.0,2198448
"Torum
XTM",0.01132,0.2,0.6,5.8,140069.0,2198179
"Florence Finance Medici
FFM",0.01202,2.0,7.7,3.0,130373.0,2198698
"Receive Access Ecosystem
RAE",0.4922,0.0,2.1,34.3,3729.07,2193605
"Tierion
TNT",0.005144,,,,0.003527,2204065
"Fideum
FI",0.0005478,1.0,6.7,20.1,84478.5,2191068
"RIBBIT
RBT",0.055363,1.4,4.2,28.1,29014.03,2183541
"Ultraround Money
CIRCLE",2.5,1.3,7.3,1.2,44964.56,2179959
"Anita Max Wynn
WYNN",0.002176,0.4,0.1,0.8,189926.0,2177659
"SHOPX
SHOPX",0.004547,4.9,5.1,4.8,298237.0,2175504
"RAT Escape
RAT",0.002172,5.3,29.1,26.6,206038.0,2173487
"Pillzumi
PILLZUMI",0.00217,6.3,10.9,48.3,147425.0,2170286
"Biconomy Exchange Token
BIT",0.057484,0.0,3.2,4.5,4145503.0,2166796
"Any Inu
AI",0.055157,1.1,0.4,16.9,240027.0,2165126
"Henlo [OLD]
HENLO",0.061098,,,,40192.64,2376272
"ZAP
ZAP",0.02078,1.2,0.1,5.9,72391.71,2156698
"Mner Club
RMNER",2.96,0.3,12.5,6.2,6169.32,2154688
"Iona by Virtuals
IONA",0.002152,2.9,6.3,25.9,6975.62,2151314
"Boosted LUSD
BLUSD",1.29,0.0,0.0,0.1,758.61,2148485
"DegenLayer
DELAY",0.064451,0.1,2.1,6.0,55925.98,2146306
"PUPS (Ordinals) [OLD]
PUPS",0.275,0.1,0.5,54.1,1483.38,2137884
"Paladin
PAL",0.1169,0.0,0.2,23.3,1214.32,2135388
"Midas mBTC
MBTC",105739.0,0.0,0.1,0.1,0.0,2130700
"Unvest
UNV",0.002707,,,,299.99,2111728
"Rainbow Bridged DAI (Near Protocol)
DAI",0.9996,0.0,0.0,0.2,4020.7,2129252
"Mars
MARS",0.055049,0.3,5.2,10.6,1017728.0,2124429
"Ionic Protocol
ION",0.007044,0.2,2.3,14.3,8882.89,2124065
"xFUND
XFUND",212.8,0.2,7.2,17.3,31490.34,2121795
"EDUM
EDUM",0.3995,0.1,0.4,0.2,11495.7,2115366
"SmartMesh
SMT",0.001271,0.1,7.1,23.8,4926.36,2114807
"BuildAI
BUILD",0.2381,14.6,7.2,9.8,15947.31,2111042
"WeSendit
WSI",0.003618,1.4,0.1,1.6,27758.34,2108298
"AI Network
AIN",0.007821,0.1,0.3,2.4,122836.0,2106882
"Global Coin Research
GCR",0.2106,,0.5,12.5,36.95,2106023
"Vexanium
VEX",0.002102,0.0,2.8,3.6,2720.7,2103779
"Bridged TrueUSD
TUSD",0.9076,0.1,9.2,8.6,3154.21,2103087
"Tx24
TXT",0.04287,2.3,4.7,4.8,204600.0,2100436
"AIMERICA
UAI",0.002104,0.2,10.3,79.2,44675.47,2100320
"Neos Credits
NCR",0.05161,0.0,0.1,1.0,104.12,2099460
"Gameswap
GSWAP",0.2393,0.2,5.3,11.6,24765.22,2096315
"Toad Killer
$TOAD",0.084962,9.8,5.5,10.4,70043.83,2087623
"DREAM
DREAM",0.002134,4.4,24.5,16.4,199227.0,2086677
"Fight to MAGA
FIGHT",0.00212,0.0,6.6,55.6,2340239.0,2086284
"The Society Library
SL",0.003468,6.1,21.4,45.2,122633.0,2080741
"GOB•IS•GOB•IS•GOB
◨",0.001337,0.1,4.3,16.2,12783.56,2080379
"Chad Coin
CHAD",0.058848,0.3,2.2,23.4,6744.34,2079175
"Rari Governance
RGT",0.1845,0.2,2.8,6.6,46.01,2076617
"NanoByte
NBT",0.001609,0.0,0.1,0.4,5010.09,2076023
"Neiro
NEIRO",0.002095,0.2,0.2,48.1,364094.0,2075998
"Croak
$CROAK",0.001027,0.2,9.2,4.9,18293.9,2068925
"LIMITLESS
LIMITLESS",0.002067,0.2,20.3,22.6,28320.22,2066650
"StakeEase Restaked ETH
SXETH",3684.17,,,,2414.71,2293063
"Convo
CONVO",0.002015,4.5,11.7,20.3,107833.0,2060818
"RabbitX
RBX",0.003435,0.4,14.4,61.3,38755.34,2060179
"Sphynx Labs
SPHYNX",0.001372,0.8,2.3,8.3,2309.38,2058689
"GMika
GMIKA",0.00205,0.7,7.3,14.8,90956.92,2057583
"WECOIN
WECO",0.0002078,1.4,2.7,11.1,13711.17,2053177
"International Stable Currency
ISC",1.84,0.1,0.1,1.0,152193.0,2051499
"Apollo
APL",0.0001372,,,,4.13,2015265
"Rowan Coin
RWN",0.01056,2.3,3.4,3.9,79208.82,2050428
"Marvin Inu
MARVIN",0.054858,0.4,9.7,26.7,108497.0,2043791
"CitaDAO
KNIGHT",0.001413,,,,444.42,2056679
"Suicune
HSUI",0.008322,1.2,8.3,3.3,9126.21,2038841
"UpRock
UPT",0.009842,1.2,4.8,7.6,731943.0,2037691
"Eldarune
ELDA",0.007997,0.1,0.2,12.8,311775.0,2035052
"99 Bitcoins
99BTC",3.081e-05,0.2,0.5,1.0,1326.6,2033481
"HODL
HODL",0.000269,0.1,1.9,13.5,232033.0,2031307
"Geko Base
GEKO",0.001869,0.9,69.4,105.9,77401.48,2025922
"Precipitate.ai
RAIN",0.002027,0.3,7.6,3.4,5932.35,2025821
"dogecast
DOGECAST",0.002027,2.0,8.0,79.5,327462.0,2021082
